,Unnamed: 0,LATITUDE,LONGITUDE,MAF_NAME,BLKID
132005,44747,39.69560644,-104.98858676,S Acoma St,80310014031000
22404,914,39.70959797,-104.99304849,S Cherokee St,80310021003050
254567,306302,39.69238995,-104.89511309,S Ulster St,80310070132000
254594,156051,39.69331268,-105.01332939,S Vallejo St,80310014013006
201163,25882,39.67617843,-104.92838503,E Donald Ave,80310069014005
236473,62965,39.6537478,-104.89571799999999,E Girard Ave,80310068113008
268659,160105,39.68198263,-104.97194415,S Marion St,80310030031024
280212,122700,39.77720229,-105.00732124,N Quieto Ct,80310002022023
285520,111975,39.67246528,-104.91140206,E Dickenson Pl,80310069015003
243723,199162,39.69643594,-104.90997053,E Mississippi Ave,80310050022009
42919,195245,39.78111989,-105.02133731,N Decatur St,80310002024016
124582,136906,39.68739877,-104.97492371,S Corona St,80310030013001
48358,151381,39.7774675,-105.03611312,N Meade St,80310001022030
5979,66428,39.62888562,-104.89429688,E Union Ave,80310068042020
2002,255705,39.6292482,-105.09258716,S Balsam Way,80310120144001
280325,181738,39.79580722,-104.84615069,N Quari St,80310083042001
160306,159494,39.7140499,-104.97608214,S Ogden St,80310028032003
18241,304663,39.75439632,-105.00069514,Wewatta St,80310017011014
270328,138196,39.6597716,-105.06328123,S Ivan Way,80310119022005
136674,54575,39.70457265,-104.95972639,S University Blvd,80310034022009
7851,263983,39.68349799,-104.96112977,E Buchtel Blvd,80310030032000
201816,37012,39.72352056,-104.88018865,N Alton Way,80310044053011
163512,16008,39.67305512,-104.93495452,E Iliff Ave,80310053001020
161199,292470,39.67167566,-104.99187629,S Delaware St,80310014032028
169756,290112,39.69708369,-104.92544529,E Cherry Creek South Dr,80310153003000
13345,83249,39.75303945,-105.00001694,Wynkoop St,80310017011013
44019,225763,39.77850164,-105.0183916,N Beach Ct,80310002023015
294861,188210,39.68405134,-105.03468391,S Lowell Blvd,80310046023005
46421,3256,39.74122087,-104.91723331,N Kearney St,80310042024017
219497,165918,39.70980993,-105.05005658,W Dakota Ave,80310045042001
264188,157206,39.76333031,-104.93057713,E Thrill Pl,80310041012006
244966,160654,39.67804113,-105.03242863,W Warren Ave,80310046034000
39629,139024,39.77269194,-104.7611672,E 41st Ave,80310083903022
235481,60786,39.65700442,-104.90195862,E Eastman Ave,80310068114010
263205,211383,39.67610834,-105.03309876,S King St,80310046034013
248432,147031,39.66377906,-104.91416383,E Bethany Pl,80310068121012
308161,286756,39.80019949,-104.87422831,E 57th Ave,80310041061003
306602,291827,39.69727634,-104.88933624,E Mississippi Ave,80310070884011
237703,59493,39.71955686,-104.97809322,E 2nd Ave,80310028034003
142181,10828,39.71331683,-104.95610711,E Cedar Ave,80310039011008
207805,31550,39.75968838,-104.87195205,E Martin Luther King Jr Blvd,80310041061158
21809,58151,39.71265092,-104.95061157,E Cherry Creek South Dr,80310039011015
154592,297069,39.69579675,-104.98653796,E Arizona Ave,80310030011003
284434,163668,39.6632991,-105.03529387,S Lowell Blvd,80310157002008
15906,287737,39.71857645,-104.94903489,N Adams St,80310038002008
82998,82036,39.73442134,-104.98574009999999,N Lincoln St,80310027012006
18013,276368,39.753488399999995,-105.00130312,Wewatta St,80310017011014
77247,73987,39.73785007,-104.97910606,N Washington St,80310027031006
250030,221786,39.68198394,-105.0284372,W Jewell Ave,80310046031001
77827,168349,39.76460234,-105.02078133,N Clay St,80310004025001
233887,234288,39.73798308,-104.99558305,N Speer Blvd,80310020001023
84406,89060,39.73117558,-104.98995941,N Bannock St,80310020001049
227038,212045,39.77886006,-105.01784819,N Beach Ct,80310002023016
145551,143489,39.72541076,-104.97014183,E 6th Ave,80310032032007
93774,205195,39.74210474,-104.97441812,N Ogden St,80310026021013
8743,154449,39.75106766,-104.99291842,Lawrence St,80310017021007
241137,69226,39.73404954,-104.93915868,E Hale Pkwy,80310043012004
125450,175548,39.70595516,-104.96717167,S Gilpin St,80310034021001
242799,73059,39.73306703,-104.94021742,N Colorado Blvd,80310043012006
114327,45984,39.70151538,-105.03381939,W Ada Pl,80310045061006
91206,131631,39.73254671,-104.97096615,N Lafayette St,80310032012001
245878,81708,39.67624781,-104.90855656,S Oneida St,80310069011000
108166,85584,39.74416179999999,-104.98894747,17th St,80310017021032
281165,115813,39.77207326,-104.7369105,N Perth St,80310083912003
151815,211878,39.69040023,-104.98316659,S Logan St,80310030011014
45680,141426,39.75706288,-104.93972999,N Albion St,80310041035007
259046,105696,39.68951394,-104.92811297,S Fairfax St,80310051022009
169871,209922,39.66890939,-104.93647614,S Clermont St,80310053001029
64654,143401,39.73639182,-105.03791867,N Osceola St,80310007023007
253195,121557,39.78184136,-105.01851439,N Beach Ct,80310002024014
81180,264212,39.73225093,-104.99215519,N Speer Blvd,80310020001040
257945,128086,39.75810237,-104.91085746,N Niagara St,80310041042006
136161,90829,39.67062088,-104.9765057,E Harvard Ave,80310030022004
293768,171409,39.65661818,-104.89607052,S Tulare Ct,80310068114019
4691,284151,39.78298039,-104.88469659,E 47th Ave,80310041071011
38768,298387,39.78248514,-104.80076242,E Warner Pl,80310083882006
148324,133342,39.69809146,-104.95612916,S Elizabeth St,80310039013018
106104,46720,39.71207887,-105.04066229,S Quitman St,80310009022016
183622,68698,39.6974612,-104.89724751,E Mississippi Ave,80310070883000
82505,250802,39.76030682,-105.01645567,W Caithness Pl,80310004024009
284494,149858,39.78140071,-104.81533313,N Eureka Ct,80310083871016
148869,17518,39.68041376,-105.01288014,W Asbury Ave,80310156002034
79609,58634,39.73465088,-104.98254086,N Logan St,80310027012003
7460,10391,39.71675104,-104.97600525,N Ogden St,80310028031010
145526,309707,39.67996985,-104.97276684,E Asbury Ave,80310030031033
242570,186467,39.66836441,-104.95837007,S Josephine St,80310040063019
219463,224545,39.76076304,-104.86910746,E 31st Ave,80310041061147
91364,187974,39.73116841,-105.03807263,N Osceola St,80310009052011
287727,110388,39.66495249,-105.05245403,S Zurich Ct,80310048011015
143822,194719,39.71871015,-104.94410663,N Garfield St,80310038002012
84681,156735,39.72792769,-104.96397205,N Race St,80310032033003
100463,7235,39.75142092,-104.96379602,N Race St,80310023003024
312361,244486,39.76412677,-104.98819743,28th St,80310016002001
190143,17963,39.76851209,-104.93202204,N Dahlia St,80310041011044
89294,281976,39.74370988,-104.98290174,E 17th Ave,80310026011014
75645,119359,39.73326418,-104.95257103,N Fillmore St,80310037022010
3821,313889,39.72114798,-104.98303384,N Logan St,80310028021014
112995,208982,39.70708373,-104.96601506,S Williams St,80310034021000
53820,297662,39.77263038,-104.97138799,Blake St,80310035001060
207053,25943,39.75199355,-104.88236,N Alton St,80310041061232
260569,109654,39.75074398,-104.93585052,N Birch St,80310042016003
48304,162800,39.75212948,-104.92377541,N Hudson St,80310041033014
179964,154159,39.65553983,-104.93711263,S Bellaire St,80310040034013
79786,287934,39.73446226,-104.98332152,N Grant St,80310027012004
298348,206373,39.61563452,-105.06698454,S Alamo Ct,80310120103003
37160,301599,39.79564899,-104.76521398,E Maxwell Pl,80310083892000
256762,161864,39.68627297,-104.91552887,E Oregon Pl,80310052004016
87988,231054,39.73871026,-104.97781811,E 14th Ave,80310027031004
67362,27940,39.75517031,-104.99021879,22nd St,80310016002039
248031,178616,39.75993381,-104.90546745,N Pontiac St,80310041041016
17505,281853,39.77257616,-104.94141569,N Colorado Blvd,80310036021001
297121,228898,39.67569992,-105.04658751,S Winona Ct,80310047004003
206186,27758,39.75293723,-104.88118155,N Beeler St,80310041061233
145760,180674,39.72272618,-104.99710612,W 4th Ave,80310021005008
80750,36075,39.76563993,-104.97145256,E 35th Ave,80310036013006
4317,257548,39.73410197,-104.99553973,W 11th Ave,80310018001011
190137,17954,39.76841736,-104.93230385,N Dexter Ct,80310041011044
297995,215747,39.65872647,-104.88860767,S Wilding Ct,80310068112011
305609,168377,39.74081645,-105.01184406,3rd St,80310019021017
160023,163768,39.69242305,-104.97377386,S Downing St,80310029022027
216155,60301,39.63917375,-104.90186333,E Quincy Ave,80310068094004
228083,295158,39.65410815,-104.88154801,E Girard Ave,80310068143017
37526,182171,39.763526500000005,-104.91848471,N Jasmine St,80310041023012
281665,262375,39.75958126,-104.89935590000002,E 29th Pl,80310041071066
53736,290831,39.77359737,-104.98064524,Ringsby Ct,80310015003082
284580,184469,39.65413084,-104.92339333,S Hudson Way,80310040032023
203513,24510,39.79546194,-104.79670765,N Lewiston Ct,80310083881025
135622,82860,39.68010288,-104.96024482,E Asbury Ave,80310030032006
84856,184972,39.73037836,-105.00187959999998,N Lipan St,80310019012021
281820,145876,39.66786343,-104.90690432,S Newport St,80310069015001
64043,76662,39.73356594,-105.04261449,N Stuart St,80310009043002
169670,79541,39.69729601,-104.92614377,E Cherry Creek South Dr,80310153003000
169597,69012,39.69732768,-104.92665717,E Cherry Creek South Dr,80310153003000
207474,26110,39.75346158,-104.88906562,E 25th Dr,80310041061225
130324,100486,39.6976827,-104.94735792,S Cook St,80310039012022
297983,211016,39.69232124,-104.92618183,S Forest St,80310051022003
178880,68439,39.670598299999995,-104.87550954,S Dayton Way,80310068131000
55885,248435,39.74423753,-105.03223978,W 17th Ave,80310007025012
136146,89261,39.67062088,-104.9765057,E Harvard Ave,80310030022004
176789,179860,39.77351828,-104.75724143,E 41st Pl,80310083902014
178266,259268,39.68037037,-104.93783857,S Colorado Blvd,80310053001004
106076,229035,39.71394508,-105.04230636,S Raleigh St,80310009022013
208969,77780,39.73201192,-104.94148679,E 10th Ave,80310033001000
168748,73488,39.73929026,-104.93915055,N Albion St,80310043011007
65131,192990,39.76597787,-105.0372919,N Newton St,80310003035007
23653,267616,39.6255436,-104.89500986,S Ulster St,80310068041070
148823,240733,39.66883306,-104.98976542,S Bannock St,80310014032035
100971,260081,39.74805835,-104.96005818,E 21st Ave,80310031011022
276556,156289,39.72314523,-104.95615889,N Clayton St,80310038005011
295528,103472,39.68239503,-105.03793882,S Patton Ct,80310046023009
33540,270497,39.69604533,-105.00540778,S Pecos St,80310014011007
270102,174611,39.72587366,-105.03759554,N Newton St,80310009054014
312176,240583,39.79622896,-104.88825971,E 54th Dr,80310041071001
53288,291046,39.74118072,-105.05295768,N Sheridan Blvd,80310007011024
89229,7621,39.72500244,-104.94703604,N Cook St,80310038001005
181561,61911,39.75638611,-105.00317853,Bassett St,80310017011007
304408,168162,39.62534499,-105.09790677,W Grand Ave,80310120144005
267099,219124,39.67054754,-105.04248931,S Stuart St,80310047003000
6511,295182,39.62936907,-104.89382822,E Union Ave,80310068042020
175325,254747,39.6568001,-104.86967852,E Girard Ave,80310068142001
103247,221541,39.71671542,-104.98537577,N Sherman St,80310028024001
219235,238811,39.80824156,-104.77939064,N Salida St,80319800001107
190596,307751,39.73081067,-104.98664317,N Lincoln St,80310027024003
246920,147763,39.79064628,-104.8319859,N Wheeling St,80310083053015
16363,276329,39.76545517,-104.99843078,Rockmont Dr,80310011021022
147233,221129,39.721681,-104.92198136,N Ivanhoe St,80310043065012
117387,220411,39.67392549,-104.95756335,S Josephine St,80310040062017
67029,33822,39.76294568,-104.96807248,N Franklin St,80310036013019
214190,34149,39.75812877,-104.86491540000002,N Iola St,80310041061175
117320,16858,39.68031545,-105.02587253,W Jewell Ave,80310046031000
9596,99514,39.72574136,-104.96796707,N Franklin St,80310032033015
273127,145987,39.63694283,-105.05129742,S Yates St,80310055033005
314527,277807,39.78842163,-104.89486856,E 50th Ave,80310041071001
152367,212764,39.67782593,-104.98864491,S Acoma St,80310014032000
59503,147424,39.73156706,-105.03543181,N Lowell Blvd,80310009052009
66065,4772,39.74908969,-105.03187667,N Julian St,80310005023004
73903,164673,39.76188048,-105.03205093,W 32nd Ave,80310003033004
276154,126717,39.68837486,-104.91753323,S Krameria St,80310052004003
10554,259079,39.75403546,-104.99015294,Lawrence St,80310016002046
136705,62231,39.70457265,-104.95972639,S University Blvd,80310034022009
305566,171291,39.70641944,-105.00039695,W Custer Pl,80310013022004
5994,67612,39.628876700000006,-104.89431554,E Union Ave,80310068042020
28704,116906,39.75302469,-104.93801950000001,N Ash St,80310041034005
57784,301365,39.75349303,-104.97913306,Welton St,80310024033003
63503,37319,39.76445126,-104.98187725,Blake St,80310016001013
243983,226061,39.68229328,-104.94264279,S Jackson St,80310040051001
36499,188338,39.77513887,-104.76613657,E Mitchell Pl,80310083903024
124207,151910,39.67590476,-105.00027306,S Kalamath St,80310156002043
59024,4349,39.73371387,-105.0452973,W 11th Ave,80310009043009
252851,105233,39.74241232,-104.89553798,N Tamarac St,80310044032009
236193,260292,39.74423714,-104.96011829999999,N York St,80310031021022
75536,138305,39.73721626,-104.95643613,N Elizabeth St,80310037024007
249350,90637,39.74989609,-104.88913015,N Willow Ct,80310041071119
57318,129061,39.74687435,-105.03327841,N King St,80310005023017
45692,3188,39.75586881,-104.93436145,N Cherry St,80310041035013
41186,2798,39.76288608,-104.95706152,N Columbine St,80310036025015
101798,157593,39.75279683,-104.96754129,N Gilpin St,80310023003014
159220,12361,39.71215405,-104.89805797,E Cedar Ave,80310044051017
23306,270379,39.70411766,-104.86702044,E Virginia Ave,80310070372008
46351,143435,39.74065584,-104.89670527,N Trenton St,80310044032022
314669,270014,39.63742511,-104.90704512,E Quincy Ave,80310068096003
236740,59145,39.63911037,-104.90496928,E Quincy Ave,80310068094008
16440,285351,39.76324228,-105.00015108,Rockmont Dr,80310011021022
209223,244427,39.76253017,-105.02419138,N Eliot St,80310004025011
191672,300909,39.75805676,-104.98801536,24th St,80310016002026
188921,79514,39.71483477,-104.95716592,E Cherry Creek South Dr,80310039011008
169388,148900,39.68132172,-104.93204538,S Dahlia St,80310051042007
17722,278241,39.75980956,-104.89356439,E 29th Pl,80310041071079
127789,11142,39.67479082,-105.02004708,W Iliff Ave,80310156003007
298154,298372,39.71500463,-104.97384143,S Downing Street Pkwy,80310028032000
7553,79062,39.71688524,-104.97657641,N Emerson St,80310028031010
41967,115259,39.77138389,-105.02641282,W 39th Ave,80310003011011
313457,277482,39.65462516,-104.91726937,E Girard Pl,80310068123010
163006,258329,39.67743107,-104.91407226,S Monaco Street Pkwy,80310069013001
296218,173729,39.79415203,-104.83764634,E Lackland Dr,80310083041014
62099,86216,39.75415955,-105.05290187,N Sheridan Blvd,80310005012011
160076,217454,39.69081063,-104.97664294,S Emerson St,80310030012023
56357,36653,39.75442789,-105.01900546,N Bryant St,80310006001021
117994,142883,39.69908496,-104.97724937,S Emerson St,80310029023006
120565,125667,39.7248234,-105.03441347,W 5th Ave,80310009035012
234934,59397,39.65784871,-104.90287639,E Eastman Ave,80310068114010
98220,7086,39.75678629,-104.94917912,E 28th Ave,80310036031019
238961,64672,39.63076339,-105.08401379,W Layton Ave,80310120102000
43615,141213,39.76997235,-105.02018965,N Clay St,80310004013011
196869,29577,39.75698692,-104.89954249,N Roslyn St,80310041071135
216986,315696,39.73895857,-104.96880559,N Franklin St,80310032011003
264222,217320,39.76333031,-104.93057713,E 33rd Ave,80310041012006
248995,182636,39.75160092,-104.93251112,N Dexter St,80310041034015
88228,162696,39.73414503,-104.98847999,N Acoma St,80310020001044
199239,218751,39.73550927,-104.98844183,W 12th Ave,80310020001035
1130,281688,39.72209155,-104.89214806,N Spruce St,80310044054065
178438,47212,39.6316732,-105.08194419,S Wadsworth Blvd,80310120102000
185141,125477,39.71887882,-104.91768523,N Jasmine St,80310043065017
284564,180172,39.67311805,-105.02682585,W Harvard Ave,80310046032000
238529,67460,39.72879809,-104.97913273,N Washington St,80310027021005
277284,125924,39.7878491,-104.84079477,N Tucson Way,80310083061000
216116,57987,39.63990622,-104.90118636,E Quincy Ave,80310068094004
284980,140028,39.65983595,-105.04337248,S Raleigh St,80310157002011
151128,163726,39.71987144,-104.91578575,N Krameria St,80310043063004
78902,215808,39.75885468,-105.01227716,N Umatilla St,80310004023011
229785,80574,39.74713179,-104.97850631,E 19th Ave,80310026021000
315395,274526,39.83788309,-104.72229727,E 78th Ave,80319800001154
171615,13404,39.63610075,-104.91096824,S Monaco St,80310067011010
333,300895,39.70834159,-104.88864135,E Alameda Ave,80310070894006
66928,197698,39.76610311,-104.96876709,N Franklin St,80310036015004
198932,52133,39.78883827,-104.79788205,N Memphis St,80310083881041
1891,277886,39.76105652,-104.99676978,N Huron St,80310016002007
281655,261690,39.76000702,-104.89994632,E 29th Pl,80310041071066
93808,72438,39.74301787,-104.97553001,E 17th Ave,80310026021014
148755,285885,39.68059142,-104.98674194,S Lincoln St,80310030015012
134969,9820,39.70499274,-104.96140341,S Gaylord St,80310034022008
313981,251023,39.76268324,-104.89554932,E 33rd Ave,80310041071062
302009,232085,39.73491892,-104.92089088,N Ivy St,80310043044027
8895,58,39.73177463,-105.00425472,N Navajo St,80310019012018
7646,309638,39.71736483,-104.97593177,N Ogden St,80310028031010
51595,297358,39.74431893,-105.02921734,W 17th Ave,80310007021005
204290,233303,39.78566787,-104.75529348,N Halifax Ct,80310083892049
177242,134722,39.66551532,-104.93288014,S Dexter Way,80310040033005
125430,293046,39.72053463,-104.95810497,N Josephine St,80310038005032
181328,56793,39.75638611,-105.00317853,Bassett St,80310017011007
184023,289705,39.75458559,-105.00503163,Little Raven St,80310017012001
239884,310937,39.73298419,-104.98515884,N Sherman St,80310027013007
77421,111441,39.73081443,-104.99726147,N Inca St,80310018002010
102324,54372,39.75875855,-105.01465509,N Wyandot St,80310004023013
17331,268719,39.77762943,-104.78202873,N Telluride Ct,80310083882000
149835,178690,39.72530801,-104.97910176,N Washington St,80310028011006
98732,230449,39.76175146,-104.97312402,N Downing St,80310023001009
300335,197184,39.62086208,-105.06337755,W Prentice Ave,80310120101010
78663,43924,39.764697,-105.03898647,N Perry St,80310003035014
221935,82773,39.75924448,-105.01097591,Boulder St,80310004023010
9899,259053,39.78276887,-104.88633858,N Xenia St,80310041071011
66390,81213,39.74460096,-104.99592864,14th St,80310017022017
149376,22207,39.72448973,-104.97148575,N Marion St,80310032032008
184090,159998,39.77342404,-104.74973919,N Jericho St,80310083912014
138227,213128,39.7279527,-104.90411371,N Poplar St,80310043042044
129804,132030,39.71277708,-104.94342495,S Garfield St,80310038003017
234418,247471,39.69686624,-104.98528635,E Mississippi Ave,80310029013017
272033,137057,39.69461667,-105.01001544,S Seneca Way,80310014013011
34642,220298,39.77378576,-104.9291074,E 41st Ave,80310041011053
172962,66090,39.68273946,-104.89011835,S Quebec Way,80310070131012
107189,270802,39.749521200000004,-105.01841844,N Bryant St,80310006001023
158515,302803,39.71799822,-104.99597593,N Galapago St,80310021003038
127766,18029,39.68180227,-105.00756094,W Atlantic Pl,80310156002022
306518,290374,39.76171866,-105.00686587,Boulder St,80310011023018
280529,197070,39.68151983,-104.91478322,S Linden Ct,80310052003011
58898,262422,39.72858576,-104.98523239,N Sherman St,80310027024009
218569,43382,39.62827433,-104.90837112,E Union Ave,80310067011022
28697,206860,39.75344595,-104.93312572,N Dexter St,80310041034001
234968,67666,39.65773517,-104.90281815,E Eastman Ave,80310068114010
67854,4903,39.73589497,-105.03991531,N Quitman St,80310007012012
232510,236070,39.78387887,-104.96440025,N High St,80310035001012
228981,41493,39.79540067,-104.76139028,E Maxwell Pl,80310083893027
104945,93173,39.74878825,-104.96682487,N Gilpin St,80310031011016
49450,241492,39.77675348,-104.97890509,N Washington St,80310015003083
27638,1443,39.74178024,-104.95305949,E 16th Ave,80310037012017
239784,71869,39.7324077,-104.98513727,N Sherman St,80310027013007
40003,183187,39.78040068,-104.81993991,E 47th Ave,80310083871030
208647,229538,39.77974126,-105.01070312,N Tejon St,80310002022019
14083,204083,39.65755226,-104.91963229,S Holly Pl,80310068123010
295321,181580,39.71269077,-104.92379006,S Hudson St,80310043033024
278904,105055,39.70887399,-104.92027411,S Jersey St,80310050012020
200532,36480,39.72281616,-104.87810545,E 5th Ave,80310044053010
112266,60595,39.73557518,-104.99129422,N Cherokee St,80310020001033
152403,78336,39.66645029,-105.02208624,S Decatur St,80310156001003
147726,11013,39.7186626,-104.92845481,N Fairfax St,80310043031030
47609,262825,39.74130947,-104.8911564,N Valentia St,80310044032027
304488,201378,39.74593033,-104.91205149999999,N Monaco Street Pkwy,80310042023011
55363,305794,39.72651718,-104.98335508,N Grant St,80310028013002
157932,146431,39.67796699,-104.98199333,S Pennsylvania St,80310030021007
165126,298615,39.62545101,-104.90985803,S Niagara St,80310067011026
190619,309346,39.73088923,-104.98664556,N Lincoln St,80310027024003
96946,91193,39.75171473,-104.99220923,Lawrence St,80310017021000
109813,127021,39.71408925,-105.02545946,S Federal Blvd,80310009032011
152507,26794,39.67522491,-104.99027355,S Bannock St,80310014032012
214245,31315,39.79514327,-104.75081987,E 55th Pl,80310083893014
113044,179778,39.69979087,-104.9742517,S Corona St,80310029022006
288844,189437,39.67151059,-105.02913634,S Hooker St,80310046032002
311594,287897,39.62717285,-105.09526456,S Dudley St,80310120144002
188991,16676,39.65129015,-105.03556485,S Lowell Blvd,80310055021003
227308,41846,39.83663673,-104.70708358,E 78th Ave,80319800001078
52992,278717,39.75123555,-104.9858653,Stout St,80310024032010
85094,43139,39.7398379,-104.9625479,E Colfax Ave,80310032021002
251674,181514,39.66672551,-104.96497925,S High St,80310030043003
217254,33994,39.65453799,-104.88915582,E Hampden Ave,80310068113006
102831,136868,39.72009924,-104.9901608,N Bannock St,80310021001010
238391,297564,39.72866404,-104.97838769,N Washington St,80310027021004
85795,141004,39.76494975,-105.04976169,W 34th Ave,80310003025026
223372,190045,39.66743382,-105.07679259,W Yale Ave,80310119031007
262626,151283,39.62632183,-105.10178864,S Garrison St,80310120143015
124868,225268,39.67783051,-104.97844507,S Clarkson St,80310030021004
182124,253891,39.65539629,-104.87206607,E Girard Ave,80310068142001
175113,164977,39.7309502,-105.01990904,W 9th Ave,80310008001027
293654,110731,39.73494521,-104.90308003,E Richthofen Pl,80310044042019
47324,126884,39.77057547,-105.05058441,N Yates St,80310003016008
223771,159632,39.70168345,-104.92239131,S Hudson St,80310153002000
177104,209985,39.66320628,-104.93855726,E Cornell Ave,80310040034001
134277,234896,39.70954913,-104.94298008,S Jackson St,80310039011002
25645,237721,39.75648034,-104.99834356,Wewatta St,80310017011010
194629,258887,39.77374194,-104.93854996,N Albion St,80310041011048
116081,308116,39.70274116,-105.04450917,Morrison Rd,80310045033008
201191,28746,39.676179299999994,-104.92992326,E Warren Ave,80310069014005
248543,224408,39.79309231,-104.83879884,N Tulsa Way,80310083043001
218626,43895,39.62795454,-104.90974423,E Union Ave,80310067011022
171617,16461,39.63617214,-104.91097119,S Monaco St,80310067011010
29760,149836,39.77912446,-105.04709975,N Winona Ct,80310001023014
259964,112191,39.7920749,-104.83703624,E Elmendorf Pl,80310083043005
295695,205184,39.67081243,-105.03652302,S Newton St,80310046033006
111485,176552,39.73663774,-104.9524878,N Fillmore St,80310037022002
264946,131090,39.65971079999999,-104.88889391,E Doane Pl,80310068112004
182070,252765,39.65469916,-104.87345921,E Girard Ave,80310068142001
205994,224565,39.71238951,-104.91171129,S Monaco Street Pkwy,80310043063013
201209,28988,39.67636316,-104.92766333,E Warren Ave,80310069014005
209401,263881,39.77512273,-104.93643969,N Albion St,80310041011051
174248,194428,39.63643503,-105.04560533,S Utica St,80310055033000
166735,220818,39.72651835,-104.91977987,N Jersey St,80310043043035
104521,232850,39.74317805,-105.02658089,N Grove St,80310007021008
302372,157722,39.72348425,-104.92134079,N Ivanhoe St,80310043065013
102447,245169,39.75733254,-105.01397364,N Wyandot St,80310004023015
311533,305454,39.78210299,-104.88346037,E 47th Ave,80310041071011
231724,47607,39.78224182,-104.89284053,E Northfield Blvd,80310041071011
234878,54509,39.72892639,-104.97009749,E 8th Ave,80310032033008
78836,5576,39.76365277,-105.03038859,W 33rd Ave,80310003033000
64003,169515,39.75681573,-104.97854402,28th St,80310024031016
263520,198183,39.67444015,-105.04454223,S Utica St,80310047004010
286493,154291,39.77513282,-104.82046776,N Eagle St,80310083123025
278427,112089,39.78787164,-104.83019399999999,N Blackhawk Way,80310083062016
840,274950,39.74694599,-104.98198143,N Logan St,80310026011001
303981,142514,39.65629627,-104.88850096,S Willow Ct,80310068112010
247855,280363,39.75916301,-105.00182351,Little Raven St,80310017011006
313906,251000,39.76119967,-104.89396487,N Ulster St,80310041071062
73811,305686,39.73221337,-104.99051883,N Bannock St,80310020001047
289178,102822,39.75848776,-104.93802196,N Ash St,80310041036014
20574,281468,39.75402277,-105.00207079999998,17th St,80310017011009
229358,42103,39.73352045,-104.94250036,E 11th Ave,80310037032019
235418,54811,39.65862214,-104.90268186,S Tamarac Dr,80310068114010
207040,29015,39.75255579,-104.88592946,E 25th Ave,80310041061223
213144,30667,39.70631383,-104.92613947,S Forest St,80310153001015
286199,152902,39.7847402,-105.00852075,N Quivas St,80310002012032
255479,110990,39.75727863,-104.90428063,N Poplar St,80310041042000
244111,216468,39.67211625,-104.87433469,E Harvard Ave,80310068132000
257458,168332,39.62962182,-105.03389058,W Layton Ave,80310055031008
76474,288762,39.76297841,-105.01000829999998,W 33rd Ave,80310011023014
278544,154373,39.69043857,-105.05063205,S Yates St,80310046012026
66923,156081,39.76636391,-104.96876868,N Franklin St,80310036015004
267030,176355,39.73190092,-104.90856374,N Oneida St,80310043042005
304377,128061,39.75395126,-104.90425911,N Poplar St,80310041043000
153404,117217,39.72778698,-104.90500039999999,N Poplar St,80310043042043
299649,153908,39.77416726,-104.95052611,N Saint Paul St,80310035005041
294443,102758,39.68406891,-105.03635021,S Michigan Way,80310046023007
305988,293017,39.69575672,-104.9347761,S Cherry St,80310155002003
230157,104152,39.66548696,-104.96248440000001,S Vine St,80310030043019
244965,151904,39.67761772,-105.03089309,W Warren Ave,80310046034000
162124,130157,39.69633023,-104.96719854,S Gilpin St,80310034021030
117977,203585,39.69886559,-104.97607467,S Ogden St,80310029022008
181376,57256,39.75638611,-105.00317853,Bassett St,80310017011007
126542,177092,39.71811403,-104.98881017,W 1st Ave,80310021002000
159416,137536,39.68697323,-104.95323766,S Fillmore St,80310039023019
129340,218063,39.70149973,-105.02351881,S Eliot St,80310013013012
248343,199797,39.74578712,-104.88615587,N Xenia St,80310044031001
273562,223290,39.78087285,-104.83289385,E Elk Pl,80310083121007
276089,181990,39.68341864,-105.02002451,S Clay St,80310014024007
188788,84291,39.67915384,-104.90884473,S Oneida St,80310052003021
144849,160147,39.69785617,-104.98122104,S Pennsylvania St,80310029013023
215426,32962,39.79421848,-104.76174453,N Ensenada St,80310083893031
277212,112933,39.73616196,-104.9213322,N Ivanhoe St,80310043044024
203877,29387,39.79677563,-104.79878772,N Laredo Ct,80310083881008
13999,209440,39.73942308,-104.97038948,N Lafayette St,80310032014000
170777,169583,39.77096048,-104.75043794,E 40th Ave,80310083912020
132994,152810,39.67726918,-104.94210517,E Evans Ave,80310040061000
69408,18140,39.7575859,-105.02860465,W 28th Ave,80310005021001
38760,298320,39.77529108,-104.80525501,N Kittredge St,80310083882006
121271,221727,39.68695679,-104.94504035,S Monroe St,80310039022029
42786,155801,39.77788657,-104.99198552,N Delaware St,80310015003018
52526,8403,39.7315446,-105.04494291,N Utica St,80310009042000
198396,53947,39.80338453,-104.77054179,N Tower Rd,80319800001144
203502,24508,39.77225679,-104.76974219,E 41st Ave,80310083903013
245751,297710,39.74439401,-104.98660641,N Broadway,80310026011017
17812,247744,39.7533321,-105.00230398,Wewatta St,80310017011014
289366,99851,39.72937862,-104.94649312,N Madison St,80310033001010
45186,161606,39.74048249,-104.90254573,E Colfax Ave,80310044032033
279045,98499,39.6801683,-105.03717183,S Osceola Way,80310046035006
174995,225203,39.78800539,-104.94106229,N Colorado Blvd,80310035003001
15476,311184,39.74833952,-105.01962433,N Bryant St,80310006001024
98881,19734,39.72204617,-104.99601605,N Galapago St,80310021005016
258679,100029,39.68330721,-104.95184142,S Milwaukee St,80310040052001
